t,UAB(V),delta,UAB
0.46125,95.448,0.95448,0.94971
0.461875,95.448,0.95448,0.94971
0.4625,95.449,0.95449,0.94972
0.463125,95.45,0.9545,0.94973
0.46375,95.452,0.95452,0.94975
0.464375,95.454,0.95454,0.94977
0.465,95.456,0.95456,0.94979
0.465625,95.456,0.95456,0.94979
0.46625,95.458,0.95458,0.94981
0.466875,95.459,0.95459,0.94982
0.4675,95.46,0.9546,0.94983
0.468125,95.459,0.95459,0.94982
0.46875,95.458,0.95458,0.94981
0.469375,95.457,0.95457,0.9498
0.47,95.457,0.95457,0.9498
0.470625,95.459,0.95459,0.94982
0.47125,95.459,0.95459,0.94982
0.471875,95.459,0.95459,0.94982
0.4725,95.457,0.95457,0.9498
0.473125,95.455,0.95455,0.94978
0.47375,95.458,0.95458,0.94981
0.474375,95.459,0.95459,0.94982
0.475,95.461,0.95461,0.94984
0.475625,95.461,0.95461,0.94984
0.47625,95.461,0.95461,0.94984
0.476875,95.462,0.95462,0.94985
0.4775,95.462,0.95462,0.94985
0.478125,95.462,0.95462,0.94985
0.47875,95.462,0.95462,0.94985
0.479375,95.462,0.95462,0.94985
0.48,95.462,0.95462,0.94985
0.480625,95.461,0.95461,0.94984
0.48125,95.461,0.95461,0.94984
0.481875,95.463,0.95463,0.94986
0.4825,95.465,0.95465,0.94988
0.483125,95.465,0.95465,0.94988
0.48375,95.468,0.95468,0.94991
0.484375,95.471,0.95471,0.94994
0.485,95.472,0.95472,0.94995
0.485625,95.473,0.95473,0.94996
0.48625,95.474,0.95474,0.94997
0.486875,95.475,0.95475,0.94998
0.4875,95.475,0.95475,0.94998
0.488125,95.475,0.95475,0.94998
0.48875,95.474,0.95474,0.94997
0.489375,95.473,0.95473,0.94996
0.49,95.472,0.95472,0.94995
0.490625,95.469,0.95469,0.94992
0.49125,95.465,0.95465,0.94988
0.491875,95.464,0.95464,0.94987
0.4925,95.465,0.95465,0.94988
0.493125,95.468,0.95468,0.94991
0.49375,95.469,0.95469,0.94992
0.494375,95.471,0.95471,0.94994
0.495,95.472,0.95472,0.94995
0.495625,95.474,0.95474,0.94997
0.49625,95.474,0.95474,0.94997
0.496875,95.475,0.95475,0.94998
0.4975,95.476,0.95476,0.94999
0.498125,95.476,0.95476,0.94999
0.49875,95.475,0.95475,0.94998
0.499375,95.473,0.95473,0.94996
0.5,95.471,0.95471,0.94994
0.500625,95.471,0.95471,0.94994
0.50125,95.47,0.9547,0.94993
0.501875,95.468,0.95468,0.94991
0.5025,95.468,0.95468,0.94991
0.503125,95.468,0.95468,0.94991
0.50375,95.471,0.95471,0.94994
0.504375,95.472,0.95472,0.94995
0.505,95.475,0.95475,0.94998
0.505625,95.477,0.95477,0.95
0.50625,95.479,0.95479,0.95002
0.506875,95.479,0.95479,0.95002
0.5075,95.479,0.95479,0.95002
0.508125,95.479,0.95479,0.95002
0.50875,95.479,0.95479,0.95002
0.509375,95.477,0.95477,0.95
0.51,95.475,0.95475,0.94998
0.510625,95.473,0.95473,0.94996
0.51125,95.473,0.95473,0.94996
0.511875,95.472,0.95472,0.94995
0.5125,95.472,0.95472,0.94995
0.513125,95.472,0.95472,0.94995
0.51375,95.473,0.95473,0.94996
0.514375,95.473,0.95473,0.94996
0.515,95.473,0.95473,0.94996
0.515625,95.477,0.95477,0.95
0.51625,95.478,0.95478,0.95001
0.516875,95.479,0.95479,0.95002
0.5175,95.479,0.95479,0.95002
0.518125,95.478,0.95478,0.95001
0.51875,95.478,0.95478,0.95001
0.519375,95.478,0.95478,0.95001
0.52,95.477,0.95477,0.95
0.520625,95.476,0.95476,0.94999
0.52125,95.475,0.95475,0.94998
0.521875,95.474,0.95474,0.94997
0.5225,95.472,0.95472,0.94995
0.523125,95.473,0.95473,0.94996
0.52375,95.473,0.95473,0.94996
0.524375,95.473,0.95473,0.94996
0.525,95.474,0.95474,0.94997
0.525625,95.475,0.95475,0.94998
0.52625,95.477,0.95477,0.95
0.526875,95.478,0.95478,0.95001
0.5275,95.478,0.95478,0.95001
0.528125,95.478,0.95478,0.95001
0.52875,95.477,0.95477,0.95
0.529375,95.476,0.95476,0.94999
0.53,95.476,0.95476,0.94999
0.530625,95.475,0.95475,0.94998
0.53125,95.474,0.95474,0.94997
0.531875,95.472,0.95472,0.94995
0.5325,95.47,0.9547,0.94993
0.533125,95.468,0.95468,0.94991
0.53375,95.469,0.95469,0.94992
0.534375,95.47,0.9547,0.94993
0.535,95.471,0.95471,0.94994
0.535625,95.469,0.95469,0.94992
0.53625,95.47,0.9547,0.94993
0.536875,95.47,0.9547,0.94993
0.5375,95.471,0.95471,0.94994
0.538125,95.471,0.95471,0.94994
0.53875,95.47,0.9547,0.94993
0.539375,95.468,0.95468,0.94991
0.54,95.469,0.95469,0.94992
0.540625,95.467,0.95467,0.9499
0.54125,95.463,0.95463,0.94986
0.541875,95.463,0.95463,0.94986
0.5425,95.464,0.95464,0.94987
0.543125,95.467,0.95467,0.9499
0.54375,95.466,0.95466,0.94989
0.544375,95.467,0.95467,0.9499
0.545,95.468,0.95468,0.94991
0.545625,95.47,0.9547,0.94993
0.54625,95.471,0.95471,0.94994
0.546875,95.471,0.95471,0.94994
0.5475,95.471,0.95471,0.94994
0.548125,95.471,0.95471,0.94994
0.54875,95.471,0.95471,0.94994
0.549375,95.47,0.9547,0.94993
0.55,95.469,0.95469,0.94992
0.550625,95.468,0.95468,0.94991
0.55125,95.466,0.95466,0.94989
0.551875,95.467,0.95467,0.9499
0.5525,95.468,0.95468,0.94991
0.553125,95.469,0.95469,0.94992
0.55375,95.47,0.9547,0.94993
0.554375,95.472,0.95472,0.94995
0.555,95.474,0.95474,0.94997
0.555625,95.477,0.95477,0.95
0.55625,95.478,0.95478,0.95001
0.556875,95.48,0.9548,0.95003
0.5575,95.48,0.9548,0.95003
0.558125,95.48,0.9548,0.95003
0.55875,95.479,0.95479,0.95002
0.559375,95.479,0.95479,0.95002
0.56,95.478,0.95478,0.95001
0.560625,95.475,0.95475,0.94998
0.56125,95.476,0.95476,0.94999
0.561875,95.477,0.95477,0.95
0.5625,95.476,0.95476,0.94999
0.563125,95.474,0.95474,0.94997
0.56375,95.476,0.95476,0.94999
0.564375,95.476,0.95476,0.94999
0.565,95.477,0.95477,0.95
0.565625,95.478,0.95478,0.95001
0.56625,95.479,0.95479,0.95002
0.566875,95.48,0.9548,0.95003
0.5675,95.48,0.9548,0.95003
0.568125,95.48,0.9548,0.95003
0.56875,95.48,0.9548,0.95003
0.569375,95.479,0.95479,0.95002
0.57,95.477,0.95477,0.95
0.570625,95.474,0.95474,0.94997
0.57125,95.474,0.95474,0.94997
0.571875,95.472,0.95472,0.94995
0.5725,95.472,0.95472,0.94995
0.573125,95.474,0.95474,0.94997
0.57375,95.475,0.95475,0.94998
0.574375,95.475,0.95475,0.94998
0.575,95.476,0.95476,0.94999
0.575625,95.475,0.95475,0.94998
0.57625,95.475,0.95475,0.94998
0.576875,95.476,0.95476,0.94999
0.5775,95.476,0.95476,0.94999
0.578125,95.476,0.95476,0.94999
0.57875,95.476,0.95476,0.94999
0.579375,95.474,0.95474,0.94997
0.58,95.473,0.95473,0.94996
0.580625,95.473,0.95473,0.94996
0.58125,95.472,0.95472,0.94995
0.581875,95.47,0.9547,0.94993
0.5825,95.472,0.95472,0.94995
0.583125,95.472,0.95472,0.94995
0.58375,95.472,0.95472,0.94995
0.584375,95.475,0.95475,0.94998
0.585,95.476,0.95476,0.94999
0.585625,95.477,0.95477,0.95
0.58625,95.479,0.95479,0.95002
0.586875,95.48,0.9548,0.95003
0.5875,95.48,0.9548,0.95003
0.588125,95.48,0.9548,0.95003
0.58875,95.479,0.95479,0.95002
0.589375,95.478,0.95478,0.95001
0.59,95.479,0.95479,0.95002
0.590625,95.479,0.95479,0.95002
0.59125,95.477,0.95477,0.95
0.591875,95.479,0.95479,0.95002
0.5925,95.479,0.95479,0.95002
0.593125,95.479,0.95479,0.95002
0.59375,95.479,0.95479,0.95002
0.594375,95.48,0.9548,0.95003
0.595,95.482,0.95482,0.95005
0.595625,95.486,0.95486,0.95009
0.59625,95.487,0.95487,0.9501
0.596875,95.489,0.95489,0.95012
0.5975,95.489,0.95489,0.95012
0.598125,95.489,0.95489,0.95012
0.59875,95.488,0.95488,0.95011
0.599375,95.487,0.95487,0.9501
0.6,95.485,0.95485,0.95008
0.600625,95.484,0.95484,0.95007
0.60125,95.483,0.95483,0.95006
0.601875,95.482,0.95482,0.95005
0.6025,95.48,0.9548,0.95003
0.603125,95.482,0.95482,0.95005
0.60375,95.482,0.95482,0.95005
0.604375,95.483,0.95483,0.95006
0.605,95.485,0.95485,0.95008
0.605625,95.486,0.95486,0.95009
0.60625,95.487,0.95487,0.9501
0.606875,95.488,0.95488,0.95011
0.6075,95.489,0.95489,0.95012
0.608125,95.489,0.95489,0.95012
0.60875,95.489,0.95489,0.95012
0.609375,95.488,0.95488,0.95011
0.61,95.485,0.95485,0.95008
0.610625,95.489,0.95489,0.95012
0.61125,95.485,0.95485,0.95008
0.611875,95.482,0.95482,0.95005
0.6125,95.483,0.95483,0.95006
0.613125,95.482,0.95482,0.95005
0.61375,95.483,0.95483,0.95006
0.614375,95.485,0.95485,0.95008
0.615,95.485,0.95485,0.95008
0.615625,95.485,0.95485,0.95008
0.61625,95.486,0.95486,0.95009
0.616875,95.487,0.95487,0.9501
0.6175,95.487,0.95487,0.9501
0.618125,95.486,0.95486,0.95009
0.61875,95.486,0.95486,0.95009
0.619375,95.484,0.95484,0.95007
0.62,95.484,0.95484,0.95007
0.620625,95.484,0.95484,0.95007
0.62125,95.478,0.95478,0.95001
0.621875,95.479,0.95479,0.95002
0.6225,95.479,0.95479,0.95002
0.623125,95.475,0.95475,0.94998
0.62375,95.476,0.95476,0.94999
0.624375,95.477,0.95477,0.95
0.625,95.477,0.95477,0.95
0.625625,95.479,0.95479,0.95002
0.62625,95.48,0.9548,0.95003
0.626875,95.48,0.9548,0.95003
0.6275,95.48,0.9548,0.95003
0.628125,95.48,0.9548,0.95003
0.62875,95.48,0.9548,0.95003
0.629375,95.479,0.95479,0.95002
0.63,95.478,0.95478,0.95001
0.630625,95.475,0.95475,0.94998
0.63125,95.474,0.95474,0.94997
0.631875,95.475,0.95475,0.94998
0.6325,95.473,0.95473,0.94996
0.633125,95.471,0.95471,0.94994
0.63375,95.469,0.95469,0.94992
0.634375,95.472,0.95472,0.94995
0.635,95.475,0.95475,0.94998
0.635625,95.476,0.95476,0.94999
0.63625,95.476,0.95476,0.94999
0.636875,95.477,0.95477,0.95
0.6375,95.478,0.95478,0.95001
0.638125,95.478,0.95478,0.95001
0.63875,95.478,0.95478,0.95001
0.639375,95.478,0.95478,0.95001
0.64,95.476,0.95476,0.94999
0.640625,95.474,0.95474,0.94997
0.64125,95.473,0.95473,0.94996
0.641875,95.471,0.95471,0.94994
0.6425,95.469,0.95469,0.94992
0.643125,95.47,0.9547,0.94993
0.64375,95.472,0.95472,0.94995
0.644375,95.475,0.95475,0.94998
0.645,95.475,0.95475,0.94998
0.645625,95.476,0.95476,0.94999
0.64625,95.476,0.95476,0.94999
0.646875,95.477,0.95477,0.95
0.6475,95.478,0.95478,0.95001
0.648125,95.477,0.95477,0.95
0.64875,95.477,0.95477,0.95
0.649375,95.476,0.95476,0.94999
0.65,95.474,0.95474,0.94997
0.650625,95.473,0.95473,0.94996
0.65125,95.471,0.95471,0.94994
0.651875,95.469,0.95469,0.94992
0.6525,95.469,0.95469,0.94992
0.653125,95.471,0.95471,0.94994
0.65375,95.473,0.95473,0.94996
0.654375,95.471,0.95471,0.94994
0.655,95.47,0.9547,0.94993
0.655625,95.471,0.95471,0.94994
0.65625,95.472,0.95472,0.94995
0.656875,95.473,0.95473,0.94996
0.6575,95.473,0.95473,0.94996
0.658125,95.473,0.95473,0.94996
0.65875,95.472,0.95472,0.94995
0.659375,95.471,0.95471,0.94994
0.66,95.47,0.9547,0.94993
0.660625,95.47,0.9547,0.94993
0.66125,95.47,0.9547,0.94993
0.661875,95.47,0.9547,0.94993
0.6625,95.468,0.95468,0.94991
0.663125,95.469,0.95469,0.94992
0.66375,95.47,0.9547,0.94993
0.664375,95.468,0.95468,0.94991
0.665,95.47,0.9547,0.94993
0.665625,95.472,0.95472,0.94995
0.66625,95.473,0.95473,0.94996
0.666875,95.473,0.95473,0.94996
0.6675,95.473,0.95473,0.94996
0.668125,95.473,0.95473,0.94996
0.66875,95.473,0.95473,0.94996
0.669375,95.471,0.95471,0.94994
0.67,95.469,0.95469,0.94992
0.670625,95.466,0.95466,0.94989
0.67125,95.466,0.95466,0.94989
0.671875,95.463,0.95463,0.94986
0.6725,95.46,0.9546,0.94983
0.673125,95.46,0.9546,0.94983
0.67375,95.459,0.95459,0.94982
0.674375,95.46,0.9546,0.94983
0.675,95.461,0.95461,0.94984
0.675625,95.463,0.95463,0.94986
0.67625,95.465,0.95465,0.94988
0.676875,95.466,0.95466,0.94989
0.6775,95.466,0.95466,0.94989
0.678125,95.466,0.95466,0.94989
0.67875,95.465,0.95465,0.94988
0.679375,95.463,0.95463,0.94986
0.68,95.46,0.9546,0.94983
0.680625,95.456,0.95456,0.94979
0.68125,95.454,0.95454,0.94977
0.681875,95.454,0.95454,0.94977
0.6825,95.453,0.95453,0.94976
0.683125,95.453,0.95453,0.94976
0.68375,95.453,0.95453,0.94976
0.684375,95.452,0.95452,0.94975
0.685,95.453,0.95453,0.94976
0.685625,95.455,0.95455,0.94978
0.68625,95.457,0.95457,0.9498
0.686875,95.457,0.95457,0.9498
0.6875,95.458,0.95458,0.94981
0.688125,95.458,0.95458,0.94981
0.68875,95.457,0.95457,0.9498
0.689375,95.456,0.95456,0.94979
0.69,95.455,0.95455,0.94978
0.690625,95.455,0.95455,0.94978
0.69125,95.452,0.95452,0.94975
0.691875,95.453,0.95453,0.94976
0.6925,95.452,0.95452,0.94975
0.693125,95.452,0.95452,0.94975
0.69375,95.455,0.95455,0.94978
0.694375,95.457,0.95457,0.9498
0.695,95.459,0.95459,0.94982
0.695625,95.459,0.95459,0.94982
0.69625,95.459,0.95459,0.94982
0.696875,95.46,0.9546,0.94983
0.6975,95.461,0.95461,0.94984
0.698125,95.46,0.9546,0.94983
0.69875,95.46,0.9546,0.94983
0.699375,95.459,0.95459,0.94982
0.7,95.459,0.95459,0.94982
0.700625,95.461,0.95461,0.94984
0.70125,95.459,0.95459,0.94982
0.701875,95.457,0.95457,0.9498
0.7025,95.457,0.95457,0.9498
0.703125,95.456,0.95456,0.94979
0.70375,95.455,0.95455,0.94978
0.704375,95.458,0.95458,0.94981
0.705,95.457,0.95457,0.9498
0.705625,95.457,0.95457,0.9498
0.70625,95.458,0.95458,0.94981
0.706875,95.459,0.95459,0.94982
0.7075,95.459,0.95459,0.94982
0.708125,95.459,0.95459,0.94982
0.70875,95.458,0.95458,0.94981
0.709375,95.457,0.95457,0.9498
0.71,95.456,0.95456,0.94979
0.710625,95.455,0.95455,0.94978
0.71125,95.454,0.95454,0.94977
0.711875,95.453,0.95453,0.94976
0.7125,95.453,0.95453,0.94976
0.713125,95.451,0.95451,0.94974
0.71375,95.449,0.95449,0.94972
0.714375,95.452,0.95452,0.94975
0.715,95.452,0.95452,0.94975
0.715625,95.454,0.95454,0.94977
0.71625,95.454,0.95454,0.94977
0.716875,95.455,0.95455,0.94978
0.7175,95.455,0.95455,0.94978
0.718125,95.455,0.95455,0.94978
0.71875,95.455,0.95455,0.94978
0.719375,95.455,0.95455,0.94978
0.72,95.452,0.95452,0.94975
0.720625,95.45,0.9545,0.94973
0.72125,95.447,0.95447,0.9497
0.721875,95.443,0.95443,0.94966
0.7225,95.442,0.95442,0.94965
0.723125,95.445,0.95445,0.94968
0.72375,95.446,0.95446,0.94969
0.724375,95.447,0.95447,0.9497
0.725,95.45,0.9545,0.94973
0.725625,95.452,0.95452,0.94975
0.72625,95.453,0.95453,0.94976
0.726875,95.454,0.95454,0.94977
0.7275,95.454,0.95454,0.94977
0.728125,95.454,0.95454,0.94977
0.72875,95.454,0.95454,0.94977
0.729375,95.454,0.95454,0.94977
0.73,95.452,0.95452,0.94975
0.730625,95.447,0.95447,0.9497
0.73125,95.449,0.95449,0.94972
0.731875,95.445,0.95445,0.94968
0.7325,95.445,0.95445,0.94968
0.733125,95.447,0.95447,0.9497
0.73375,95.448,0.95448,0.94971
0.734375,95.447,0.95447,0.9497
0.735,95.448,0.95448,0.94971
0.735625,95.449,0.95449,0.94972
0.73625,95.452,0.95452,0.94975
0.736875,95.453,0.95453,0.94976
0.7375,95.453,0.95453,0.94976
0.738125,95.453,0.95453,0.94976
0.73875,95.452,0.95452,0.94975
0.739375,95.452,0.95452,0.94975
0.74,95.451,0.95451,0.94974
0.740625,95.449,0.95449,0.94972
0.74125,95.451,0.95451,0.94974
0.741875,95.453,0.95453,0.94976
0.7425,95.451,0.95451,0.94974
0.743125,95.449,0.95449,0.94972
0.74375,95.45,0.9545,0.94973
0.744375,95.45,0.9545,0.94973
0.745,95.451,0.95451,0.94974
0.745625,95.453,0.95453,0.94976
0.74625,95.455,0.95455,0.94978
0.746875,95.456,0.95456,0.94979
0.7475,95.456,0.95456,0.94979
0.748125,95.456,0.95456,0.94979
0.74875,95.455,0.95455,0.94978
0.749375,95.452,0.95452,0.94975
0.75,95.451,0.95451,0.94974
0.750625,95.452,0.95452,0.94975
0.75125,95.45,0.9545,0.94973
0.751875,95.451,0.95451,0.94974
0.7525,95.451,0.95451,0.94974
0.753125,95.45,0.9545,0.94973
0.75375,95.449,0.95449,0.94972
0.754375,95.451,0.95451,0.94974
0.755,95.453,0.95453,0.94976
0.755625,95.454,0.95454,0.94977
0.75625,95.454,0.95454,0.94977
0.756875,95.455,0.95455,0.94978
0.7575,95.455,0.95455,0.94978
0.758125,95.455,0.95455,0.94978
0.75875,95.454,0.95454,0.94977
0.759375,95.453,0.95453,0.94976
0.76,95.451,0.95451,0.94974
0.760625,95.45,0.9545,0.94973
0.76125,95.449,0.95449,0.94972
0.761875,95.446,0.95446,0.94969
0.7625,95.448,0.95448,0.94971
0.763125,95.449,0.95449,0.94972
0.76375,95.451,0.95451,0.94974
0.764375,95.453,0.95453,0.94976
0.765,95.455,0.95455,0.94978
0.765625,95.455,0.95455,0.94978
0.76625,95.456,0.95456,0.94979
0.766875,95.456,0.95456,0.94979
0.7675,95.457,0.95457,0.9498
0.768125,95.456,0.95456,0.94979
0.76875,95.456,0.95456,0.94979
0.769375,95.456,0.95456,0.94979
0.77,95.454,0.95454,0.94977
0.770625,95.454,0.95454,0.94977
0.77125,95.452,0.95452,0.94975
0.771875,95.452,0.95452,0.94975
0.7725,95.452,0.95452,0.94975
0.773125,95.452,0.95452,0.94975
0.77375,95.454,0.95454,0.94977
0.774375,95.458,0.95458,0.94981
0.775,95.459,0.95459,0.94982
0.775625,95.459,0.95459,0.94982
0.77625,95.46,0.9546,0.94983
0.776875,95.461,0.95461,0.94984
0.7775,95.462,0.95462,0.94985
0.778125,95.462,0.95462,0.94985
0.77875,95.461,0.95461,0.94984
0.779375,95.459,0.95459,0.94982
0.78,95.458,0.95458,0.94981
0.780625,95.458,0.95458,0.94981
0.78125,95.457,0.95457,0.9498
0.781875,95.457,0.95457,0.9498
0.7825,95.456,0.95456,0.94979
0.783125,95.458,0.95458,0.94981
0.78375,95.457,0.95457,0.9498
0.784375,95.458,0.95458,0.94981
0.785,95.459,0.95459,0.94982
0.785625,95.46,0.9546,0.94983
0.78625,95.461,0.95461,0.94984
0.786875,95.463,0.95463,0.94986
0.7875,95.464,0.95464,0.94987
0.788125,95.463,0.95463,0.94986
0.78875,95.462,0.95462,0.94985
0.789375,95.461,0.95461,0.94984
0.79,95.461,0.95461,0.94984
0.790625,95.457,0.95457,0.9498
0.79125,95.458,0.95458,0.94981
0.791875,95.456,0.95456,0.94979
0.7925,95.454,0.95454,0.94977
0.793125,95.454,0.95454,0.94977
0.79375,95.455,0.95455,0.94978
0.794375,95.453,0.95453,0.94976
0.795,95.455,0.95455,0.94978
0.795625,95.458,0.95458,0.94981
0.79625,95.458,0.95458,0.94981
0.796875,95.459,0.95459,0.94982
0.7975,95.459,0.95459,0.94982
0.798125,95.459,0.95459,0.94982
0.79875,95.458,0.95458,0.94981
0.799375,95.458,0.95458,0.94981
0.8,95.456,0.95456,0.94979
0.800625,95.452,0.95452,0.94975
0.80125,95.452,0.95452,0.94975
0.801875,95.453,0.95453,0.94976
0.8025,95.453,0.95453,0.94976
0.803125,95.455,0.95455,0.94978
0.80375,95.455,0.95455,0.94978
0.804375,95.455,0.95455,0.94978
0.805,95.457,0.95457,0.9498
0.805625,95.459,0.95459,0.94982
0.80625,95.461,0.95461,0.94984
0.806875,95.461,0.95461,0.94984
0.8075,95.461,0.95461,0.94984
0.808125,95.461,0.95461,0.94984
0.80875,95.46,0.9546,0.94983
0.809375,95.46,0.9546,0.94983
0.81,95.458,0.95458,0.94981
0.810625,95.456,0.95456,0.94979
0.81125,95.453,0.95453,0.94976
0.811875,95.453,0.95453,0.94976
0.8125,95.453,0.95453,0.94976
0.813125,95.456,0.95456,0.94979
0.81375,95.456,0.95456,0.94979
0.814375,95.458,0.95458,0.94981
0.815,95.458,0.95458,0.94981
0.815625,95.459,0.95459,0.94982
0.81625,95.462,0.95462,0.94985
0.816875,95.463,0.95463,0.94986
0.8175,95.463,0.95463,0.94986
0.818125,95.463,0.95463,0.94986
0.81875,95.462,0.95462,0.94985
0.819375,95.462,0.95462,0.94985
0.82,95.461,0.95461,0.94984
0.820625,95.462,0.95462,0.94985
0.82125,95.461,0.95461,0.94984
0.821875,95.461,0.95461,0.94984
0.8225,95.461,0.95461,0.94984
0.823125,95.459,0.95459,0.94982
0.82375,95.461,0.95461,0.94984
0.824375,95.463,0.95463,0.94986
0.825,95.464,0.95464,0.94987
0.825625,95.466,0.95466,0.94989
0.82625,95.467,0.95467,0.9499
0.826875,95.469,0.95469,0.94992
0.8275,95.469,0.95469,0.94992
0.828125,95.469,0.95469,0.94992
0.82875,95.468,0.95468,0.94991
0.829375,95.466,0.95466,0.94989
0.83,95.466,0.95466,0.94989
0.830625,95.467,0.95467,0.9499
0.83125,95.466,0.95466,0.94989
0.831875,95.465,0.95465,0.94988
0.8325,95.466,0.95466,0.94989
0.833125,95.464,0.95464,0.94987
0.83375,95.466,0.95466,0.94989
0.834375,95.467,0.95467,0.9499
0.835,95.47,0.9547,0.94993
0.835625,95.473,0.95473,0.94996
0.83625,95.475,0.95475,0.94998
0.836875,95.476,0.95476,0.94999
0.8375,95.476,0.95476,0.94999
0.838125,95.476,0.95476,0.94999
0.83875,95.476,0.95476,0.94999
0.839375,95.475,0.95475,0.94998
0.84,95.474,0.95474,0.94997
0.840625,95.474,0.95474,0.94997
0.84125,95.472,0.95472,0.94995
0.841875,95.47,0.9547,0.94993
0.8425,95.471,0.95471,0.94994
0.843125,95.472,0.95472,0.94995
0.84375,95.475,0.95475,0.94998
0.844375,95.478,0.95478,0.95001
0.845,95.479,0.95479,0.95002
0.845625,95.479,0.95479,0.95002
0.84625,95.481,0.95481,0.95004
0.846875,95.48,0.9548,0.95003
0.8475,95.481,0.95481,0.95004
0.848125,95.481,0.95481,0.95004
0.84875,95.48,0.9548,0.95003
0.849375,95.48,0.9548,0.95003
0.85,95.479,0.95479,0.95002
0.850625,95.48,0.9548,0.95003
0.85125,95.479,0.95479,0.95002
0.851875,95.481,0.95481,0.95004
0.8525,95.482,0.95482,0.95005
0.853125,95.481,0.95481,0.95004
0.85375,95.484,0.95484,0.95007
0.854375,95.486,0.95486,0.95009
0.855,95.486,0.95486,0.95009
0.855625,95.487,0.95487,0.9501
0.85625,95.489,0.95489,0.95012
0.856875,95.489,0.95489,0.95012
0.8575,95.49,0.9549,0.95013
0.858125,95.49,0.9549,0.95013
0.85875,95.489,0.95489,0.95012
0.859375,95.488,0.95488,0.95011
0.86,95.487,0.95487,0.9501
0.860625,95.488,0.95488,0.95011
0.86125,95.483,0.95483,0.95006
0.861875,95.482,0.95482,0.95005
0.8625,95.483,0.95483,0.95006
0.863125,95.482,0.95482,0.95005
0.86375,95.482,0.95482,0.95005
0.864375,95.483,0.95483,0.95006
0.865,95.486,0.95486,0.95009
0.865625,95.488,0.95488,0.95011
0.86625,95.488,0.95488,0.95011
0.866875,95.49,0.9549,0.95013
0.8675,95.49,0.9549,0.95013
0.868125,95.49,0.9549,0.95013
0.86875,95.49,0.9549,0.95013
0.869375,95.488,0.95488,0.95011
0.87,95.487,0.95487,0.9501
0.870625,95.486,0.95486,0.95009
0.87125,95.482,0.95482,0.95005
0.871875,95.481,0.95481,0.95004
0.8725,95.48,0.9548,0.95003
0.873125,95.482,0.95482,0.95005
0.87375,95.482,0.95482,0.95005
0.874375,95.484,0.95484,0.95007
0.875,95.486,0.95486,0.95009
0.875625,95.486,0.95486,0.95009
0.87625,95.486,0.95486,0.95009
0.876875,95.487,0.95487,0.9501
0.8775,95.487,0.95487,0.9501
0.878125,95.487,0.95487,0.9501
0.87875,95.487,0.95487,0.9501
0.879375,95.486,0.95486,0.95009
0.88,95.486,0.95486,0.95009
0.880625,95.483,0.95483,0.95006
0.88125,95.483,0.95483,0.95006
0.881875,95.482,0.95482,0.95005
0.8825,95.481,0.95481,0.95004
0.883125,95.482,0.95482,0.95005
0.88375,95.482,0.95482,0.95005
0.884375,95.483,0.95483,0.95006
0.885,95.483,0.95483,0.95006
0.885625,95.484,0.95484,0.95007
0.88625,95.487,0.95487,0.9501
0.886875,95.487,0.95487,0.9501
